Programa,Estado,Municipio,Superficie ó cantidad asignada,Unidad de medida (especificar),  Monto asignado  
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Quiroga,24.5,,"$561,956.50"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Quiroga,27,,"$650,949.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Quiroga,10,,"$234,370.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Quiroga,2,,"$46,874.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Quiroga,4,,"$101,666.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Quiroga,65,,"$1,307,710.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Quiroga,1.5,,"$35,155.50"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Quiroga,1.5,,"$53,139.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Quiroga,5,,"$139,430.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Quiroga,19,,"$447,303.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Quiroga,2.5,,"$80,192.50"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Quiroga,4,,"$105,737.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Quiroga,2,,"$46,874.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Quiroga,7,,"$164,422.50"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Quiroga,1.5,,"$35,155.50"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Quiroga,5.5,,"$130,903.50"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Quiroga,8,,"$189,496.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Quiroga,2.5,,"$58,592.50"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Quiroga,1,,"$23,437.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Quiroga,4,,"$94,264.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Quiroga,11.5,,"$269,162.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Salvador Escalante,14,,"$367,484.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Salvador Escalante,7,,"$206,472.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Salvador Escalante,5,,"$96,830.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Salvador Escalante,39,,"$1,233,503.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Salvador Escalante,3.5,,"$125,991.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Salvador Escalante,3,,"$107,891.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Salvador Escalante,17.5,,"$399,970.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Salvador Escalante,3,,"$89,960.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Salvador Escalante,1,,"$37,297.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Salvador Escalante,2,,"$70,852.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Salvador Escalante,4,,"$127,116.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Salvador Escalante,3,,"$108,278.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Salvador Escalante,1,,"$35,426.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Salvador Escalante,2,,"$72,852.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Salvador Escalante,5,,"$145,010.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Salvador Escalante,2.5,,"$88,565.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Salvador Escalante,4,,"$113,044.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Salvador Escalante,2,,"$70,852.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Salvador Escalante,3.5,,"$84,029.50"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Salvador Escalante,1,,"$23,437.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Salvador Escalante,1,,"$23,437.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Salvador Escalante,2,,"$42,803.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Salvador Escalante,16.5,,"$378,568.50"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,50,,"$1,684,010.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,60,,"$1,935,025.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,91,,"$1,804,297.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,24,,"$668,565.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,9,,"$302,850.50"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,3,,"$108,278.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,4.5,,"$155,422.50"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,20,,"$470,740.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,1.5,,"$37,155.50"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,2,,"$48,874.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,3,,"$72,311.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,3,,"$72,311.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,8,,"$252,824.50"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,5,,"$142,764.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,2,,"$70,594.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,3,,"$82,171.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,3.5,,"$123,539.50"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,5,,"$158,695.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,4.5,,"$159,417.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,1,,"$35,297.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,1.5,,"$47,015.50"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,15,,"$351,555.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,2,,"$46,874.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,3,,"$82,171.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,5,,"$117,185.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,5,,"$113,114.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,10,,"$234,370.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,10,,"$234,370.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,8,,"$187,496.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,1,,"$23,437.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,5,,"$117,185.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,7.5,,"$175,777.50"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,1,,"$23,437.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,7,,"$164,059.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tingambato,3,,"$70,311.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tzintzuntzan,2,,"$46,874.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tzintzuntzan,1,,"$19,366.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tzintzuntzan,18,,"$423,866.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tzintzuntzan,3,,"$70,311.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tzintzuntzan,4.5,,"$105,466.50"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tzintzuntzan,29,,"$797,682.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tzintzuntzan,6,,"$140,622.00"
Programa Especial para la Restauración de las Cuencas de los Lagos de los Patzcuaro-Zirahuén,MICHOACÁN,Tzintzuntzan,4,,"$95,748.00"
Plantaciones Comerciales Forestales,MICHOACÁN,Parácuaro,10,ha,"$98,100.00"
Plantaciones Comerciales Forestales,MICHOACÁN,Tangancícuaro,11,ha,"$120,210.00"
Plantaciones Comerciales Forestales,MICHOACÁN,Tangancícuaro,150,ha,"$1,483,800.00"
Plantaciones Comerciales Forestales,MICHOACÁN,Tepalcatepec,35,ha,"$355,650.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",MICHOACÁN,,,,"$25,000.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",MICHOACÁN,,,,"$37,800.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",MICHOACÁN,,,,"$36,300.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",MICHOACÁN,,,,"$44,500.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",MICHOACÁN,,,,"$25,000.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",MICHOACÁN,,,,"$40,000.00"
"Programa De Fomento A La Organización Social, Planeación Y Desarrollo Regional Forestal",MICHOACÁN,,,,"$35,000.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Angangueo,2,ha,"$89,474.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Angangueo,9.52,ha,"$305,989.44"
Programa Especial Cutzamala 2011,MICHOACÁN,Angangueo,2.5,ha,"$102,942.50"
Programa Especial Cutzamala 2011,MICHOACÁN,Angangueo,2,ha,"$69,674.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Aporo,5,ha,"$102,185.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Aporo,4.5,ha,"$113,506.50"
Programa Especial Cutzamala 2011,MICHOACÁN,Aporo,5,ha,"$102,185.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Aporo,8.4,ha,"$278,889.40"
Programa Especial Cutzamala 2011,MICHOACÁN,Aporo,4,ha,"$96,108.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Aporo,3,ha,"$104,778.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Aporo,4,ha,"$139,704.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Aporo,9,ha,"$299,845.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Aporo,1.1,ha,"$38,418.60"
Programa Especial Cutzamala 2011,MICHOACÁN,Aporo,10.5,ha,"$364,305.25"
Programa Especial Cutzamala 2011,MICHOACÁN,Aporo,3.2,ha,"$113,763.20"
Programa Especial Cutzamala 2011,MICHOACÁN,Aporo- Tuxpan,40,ha,"$917,480.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Contepec,6.4,ha,"$225,526.40"
Programa Especial Cutzamala 2011,MICHOACÁN,Contepec,7.4,ha,"$255,170.40"
Programa Especial Cutzamala 2011,MICHOACÁN,Contepec,14,ha,"$490,964.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Contepec,37.94,ha,"$1,300,501.38"
Programa Especial Cutzamala 2011,MICHOACÁN,Contepec,2.5,ha,"$89,315.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Contepec,22.05076,ha,"$849,615.84"
Programa Especial Cutzamala 2011,MICHOACÁN,Contepec,38.154992,ha,"$1,334,601.25"
Programa Especial Cutzamala 2011,MICHOACÁN,Contepec,5.23,ha,"$184,662.98"
Programa Especial Cutzamala 2011,MICHOACÁN,Contepec,8.16,ha,"$273,088.92"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,4.5,ha,"$138,000.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,5.5,ha,"$112,403.50"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,3,ha,"$61,311.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,7,ha,"$177,832.60"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,1,ha,"$20,437.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,2,ha,"$40,874.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,1.5,ha,"$67,105.50"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,5.95,ha,"$193,320.70"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,1.3,ha,"$45,403.80"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,26.66,ha,"$788,700.29"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,17.3,ha,"$355,017.80"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,8.6,ha,"$176,248.40"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,5,ha,"$131,163.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,2.2,ha,"$44,961.40"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,3.5,ha,"$93,521.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,12.6,ha,"$425,578.60"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,10.7,ha,"$289,672.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,14.976,ha,"$523,051.78"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,3,ha,"$75,800.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,2,ha,"$40,874.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,6.7,ha,"$136,927.90"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,9,ha,"$183,933.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,50,ha,"$1,021,850.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,28.39,ha,"$954,457.30"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,3,ha,"$61,311.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,6,ha,"$151,600.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,9.95,ha,"$269,251.70"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,10.2,ha,"$331,613.90"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,14,ha,"$286,118.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,1.8,ha,"$43,286.60"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,15.9,ha,"$364,698.30"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,26,ha,"$741,133.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,4,ha,"$139,704.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,7,ha,"$162,559.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,3,ha,"$68,811.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,14,ha,"$333,107.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,2,ha,"$48,132.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,76,ha,"$1,809,952.60"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,10,ha,"$261,020.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,32.5,ha,"$842,825.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,3.5,ha,"$128,186.50"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,8.66,ha,"$272,568.42"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,7,ha,"$162,559.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,11.5,ha,"$294,239.50"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,6,ha,"$139,622.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,2.4,ha,"$77,784.80"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,19,ha,"$463,587.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,4,ha,"$94,264.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,4.4,ha,"$103,490.40"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,23.4,ha,"$540,518.90"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,7.8,ha,"$181,914.80"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,10,ha,"$349,260.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,4,ha,"$105,737.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,4,ha,"$91,941.50"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,1.8,ha,"$41,286.60"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,6.6,ha,"$153,513.20"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,8,ha,"$183,496.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,3.72,ha,"$85,325.64"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,1.33,ha,"$30,506.21"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,5,ha,"$116,685.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,2,ha,"$46,132.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,2.54,ha,"$58,259.98"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,3.5,ha,"$122,241.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,40,ha,"$917,480.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,50,ha,"$1,146,850.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,1,ha,"$46,737.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,5,ha,"$160,285.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,24,ha,"$552,488.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,25.9,ha,"$644,024.30"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,5.5,ha,"$170,115.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,14.5,ha,"$335,038.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,7.9,ha,"$277,915.40"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,50,ha,"$1,290,550.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,7,ha,"$160,559.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,1.5,ha,"$34,599.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,1.4,ha,"$32,111.80"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,20,ha,"$458,740.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,58.31,ha,"$1,339,985.37"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,5,ha,"$116,685.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,1.5,ha,"$54,389.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,8.4,ha,"$212,291.80"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,4,ha,"$91,877.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,7,ha,"$160,559.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,5,ha,"$138,663.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,5.5,ha,"$158,126.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,1,ha,"$36,926.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,15,ha,"$344,055.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,2,ha,"$57,863.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,39,ha,"$943,174.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,3.5,ha,"$92,397.50"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,3,ha,"$104,778.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,13.5,ha,"$310,552.50"
Programa Especial Cutzamala 2011,MICHOACÁN,Hidalgo,5,ha,"$138,792.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Ocampo,4,ha,"$151,016.60"
Programa Especial Cutzamala 2011,MICHOACÁN,Ocampo,5,ha,"$173,985.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Ocampo,2.5,ha,"$51,092.50"
Programa Especial Cutzamala 2011,MICHOACÁN,Ocampo,8,ha,"$278,376.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Ocampo,1,ha,"$27,617.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Ocampo,4.5,ha,"$157,167.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Ocampo,2.1,ha,"$73,344.60"
Programa Especial Cutzamala 2011,MICHOACÁN,Ocampo,3.2,ha,"$72,578.40"
Programa Especial Cutzamala 2011,MICHOACÁN,Ocampo,2,ha,"$69,852.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Ocampo,35,ha,"$1,111,703.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Ocampo,9,ha,"$198,422.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Ocampo,1.5,ha,"$45,015.50"
Programa Especial Cutzamala 2011,MICHOACÁN,Ocampo,9.5,ha,"$213,591.50"
Programa Especial Cutzamala 2011,MICHOACÁN,Ocampo,50,ha,"$1,021,850.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Ocampo,53.4,ha,"$1,653,243.80"
Programa Especial Cutzamala 2011,MICHOACÁN,Ocampo,5,ha,"$102,185.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Ocampo,27,ha,"$793,699.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Ocampo,53.2,ha,"$1,222,248.40"
Programa Especial Cutzamala 2011,MICHOACÁN,Ocampo,5.2,ha,"$198,678.40"
Programa Especial Cutzamala 2011,MICHOACÁN,Ocampo,1.62,ha,"$63,341.14"
Programa Especial Cutzamala 2011,MICHOACÁN,Ocampo,1.69,ha,"$40,763.53"
Programa Especial Cutzamala 2011,MICHOACÁN,Ocampo,15.65,ha,"$360,964.05"
Programa Especial Cutzamala 2011,MICHOACÁN,Ocampo,19.1,ha,"$438,096.70"
Programa Especial Cutzamala 2011,MICHOACÁN,Ocampo,6,ha,"$140,396.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Ocampo,23.69,ha,"$545,377.53"
Programa Especial Cutzamala 2011,MICHOACÁN,Ocampo,1,ha,"$34,797.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Ocampo,2,ha,"$89,474.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Senguio,28,ha,"$572,236.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Tuxpan,8.23,ha,"$168,196.51"
Programa Especial Cutzamala 2011,MICHOACÁN,Tuxpan,2.67,ha,"$94,907.99"
Programa Especial Cutzamala 2011,MICHOACÁN,Tuxpan,9,ha,"$245,622.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Zinapécuaro,26.48,ha,"$899,857.12"
Programa Especial Cutzamala 2011,MICHOACÁN,Zinapécuaro,3.79,ha,"$132,369.54"
Programa Especial Cutzamala 2011,MICHOACÁN,Zitácuaro,14,ha,"$376,028.00"
Programa Especial Cutzamala 2011,MICHOACÁN,Zitácuaro,17.7,ha,"$395,154.90"
